"area","bacia","capacidade","data_informacao","estado","fonte","hectares","id","municipio","nome","nome_sem_acento","perimetro","reservat","reservat_sem_acento","tipo","uf","volume","volume_percentual"
551512.44,"Real",4.3,NA,"SERGIPE",NA,55.15,751,"Tobias Barreto","Jabiberi","Jabiberi",4334.07,"Barragem Jabiberi","Barragem Jabiberi","reservatorio","SE",NA,NA
135293504.18,"Paraguaçu",4836.82,2016-12-04,"BAHIA","ANA",13529.35,795,"Cabaceiras do Paraguaçu / Santo Estêvão / Antônio Cardoso / Conceição da Feira","Pedra do Cavalo","Pedra do Cavalo",493617.59,"UHE Pedra do Cavalo","UHE Pedra do Cavalo","reservatorio","BA",2898.93,59.9
482099.64,"Pontal",1.37,2015-01-05,"PERNAMBUCO","ANA",48.21,1041,"Afrânio","Barra de Melancia","Barra de Melancia",7342.93,"Açude Barra da Melancia","Acude Barra da Melancia","reservatorio","PE",0,0
13288331.66,"Poti",55,NA,"PIAUÍ",NA,1328.83,1055,"Valença do Piauí / Aroazes","Mesa de Pedra","Mesa de Pedra",53085.72,"Açude Mesa de Pedra","Acude Mesa de Pedra","reservatorio","PI",NA,NA
881810.32,"Capibaribe",1.6,NA,"PERNAMBUCO",NA,88.18,1066,"Brejo da Madre de Deus","Machado","Machado",10132.04,"Açude Machado","Acude Machado","reservatorio","PE",NA,NA
670508.29,"Mundau",2.59,2015-08-12,"PERNAMBUCO","ANA",67.05,1092,"Garanhuns / Capoeiras","Cajarana","Cajarana",6716.29,"Barragem de Cajarana","Barragem de Cajarana","reservatorio","PE",0.1,3.9
413934.64,"Pajeu",3.19,2014-06-09,"PERNAMBUCO","ANA",41.39,1176,"Floresta","Quebra Unha","Quebra Unha",6736.9,"Açude Quebra Unha (Juá)","Acude Quebra Unha (Jua)","reservatorio","PE",0.18,5.6
1674806.97,"Pajeu",36,2016-11-16,"PERNAMBUCO","ANA",167.48,1182,"Serra Talhada","Saco I","Saco I",6990.54,"Açude do Saco I","Acude do Saco I","reservatorio","PE",0,0
344321.93,"Piancó",1.26,2017-03-14,"PARAÍBA","AESA",34.43,1199,"Boa Ventura","Riacho Verde","Riacho Verde",8457.66,"Açude Riacho Verde","Acude Riacho Verde","reservatorio","PB",0.05,3.6
578448.06,"Brígida",5.72,2016-04-29,"PERNAMBUCO","ANA",57.84,1927,"Parnamirim","Parnamirim","Parnamirim",7510.11,"Açude Parnamirim","Acude Parnamirim","reservatorio","PE",0,0
420175.67,"TerraNova",16.45,2016-07-20,"PERNAMBUCO","ANA",42.02,1931,"Salgueiro","Boa Vista (Salgueiro)","Boa Vista (Salgueiro)",5690.69,"Açude Salgueiro","Acude Salgueiro","reservatorio","PE",0.53,3.2
5928537.21,"Apodi/Mossoró",10,2016-06-14,"RIO GRANDE DO NORTE","ANA",592.85,2067,"Caraúbas","Apanha Peixe","Apanha Peixe",21068.23,"Açude do Apanha Peixe","Acude do Apanha Peixe","reservatorio","RN",0,0
1343402.23,"Apodi/Mossoró",7,2017-03-07,"RIO GRANDE DO NORTE","GOVERNO RN",134.34,2217,"Rafael Fernandes / Riacho de Santana","Santana","Santana",9232.81,"Açude Santana (Gangorra)","Acude Santana (Gangorra)","reservatorio","RN",0,0
513404.51,"Canindé",348,NA,"PIAUÍ",NA,51.34,2766,"Patos do Piauí","Poço do Marruá","Poco do Marrua",3557.68,"Açude Poço do Marruá","Acude Poco do Marrua","reservatorio","PI",NA,NA
825167.37,"Apodi/Mossoró",4.72,2016-04-06,"RIO GRANDE DO NORTE","ANA",82.52,12001,"Pau dos Ferros","25 de Março","25 de Marco",6691.11,"Açude Vinte e Cinco de Março","Acude Vinte e Cinco de Marco","reservatorio","RN",0,0
2341956.69,"Terra Nova",14.35,2017-02-24,"PERNAMBUCO","ANA",234.2,12002,"Parnamirim / Terra Nova / Serrita","Abóboras","Aboboras",28892.86,"Açude Abóboras","Acude Aboboras","reservatorio","PE",0,0
2041647.93,"Metropolitana",29.59,2017-03-15,"CEARÁ","ANA",204.16,12003,"Redenção","Acarape do Meio","Acarape do Meio",18379.32,"Açude Acarape do Meio (Eugênio Gudin)","Acude Acarape do Meio (Eugenio Gudin)","reservatorio","CE",5.99,20.2
0,"Acaraú",52,2017-03-17,"CEARÁ","ANA",643.62,12004,"Massapê","Acaraú-Mirim","Acarau-Mirim",34179.64,"Açude Acaraú-Mirim","Acude Acarau-Mirim","reservatorio","CE",40.26,77.4
0,"Médio Paraíba",253,2017-03-17,"PARAÍBA","AESA",1614.36,12005,"Itatuba / Natuba","Acauã","Acaua",93259.4,"Açude Argemiro de Figueiredo (Acauã)","Acude Argemiro de Figueiredo (Acaua)","reservatorio","PB",14.8,5.8
572395.35,"Médio Jaguaribe",5.25,2017-03-16,"CEARÁ","ANA",57.24,12006,"Pereiro","Adauto Bezerra","Adauto Bezerra",6764.99,"Açude Pereiro (Adauto Bezerra)","Acude Pereiro (Adauto Bezerra)","reservatorio","CE",0,0
2170040.18,"Vaza Barris",13.43,2017-01-24,"BAHIA","ANA",217,12007,"Adustina","Adustina","Adustina",13853.41,"Açude Adustina","Acude Adustina","reservatorio","BA",0.48,3.6
1148613.68,"Rio Pardo",6.46,2017-03-02,"BAHIA","ANA",114.86,12008,"Barra do Choça","Água Fria II","Agua Fria II",13623.63,"Barragem Agua Fria","Barragem Agua Fria","reservatorio","BA",3.72,57.6
0,"Itapicuru",2.28,2017-03-02,"BAHIA","ANA",23.45,12009,"Antônio Gonçalves / Pindobaçu","Aipim","Aipim",2330.45,"Açude Aipim","Acude Aipim","reservatorio","BA",1.22,53.5
0,"Vaza Barris",1.06,2016-12-30,"SERGIPE","ANA",1.05,12010,"Frei Paulo","Alagadiço","Alagadico",837.17,"Açude Alagadiço","Acude Alagadico","reservatorio","SE",0,0
279645.22,"Piancó",1.83,2017-03-03,"PARAÍBA","AESA",27.96,12011,"Imaculada","Albino","Albino",3026.13,"Açude Albino","Acude Albino","reservatorio","PB",0.08,4.5
0,"Canindé",7.24,2017-02-20,"PIAUÍ","ANA",79.71,12012,"São Raimundo Nonato","Aldeia","Aldeia",9325.94,"Açude Aldeia (Tanque)","Acude Aldeia (Tanque)","reservatorio","PI",2,27.6
1017884.91,"Piranhas/Assu",7,2017-03-07,"RIO GRANDE DO NORTE","ANA",101.79,12013,"Santana do Matos","Açude Alecrim (Santana dos Matos)","Acude Alecrim (Santana dos Matos)",10143.22,"Açude Alecrim (Santana dos Matos)","Acude Alecrim (Santana dos Matos)","reservatorio","RN",0.78,11.1
0,"Curimataú",1.03,2017-03-13,"PARAÍBA","AESA",37.45,12014,"Algodão de Jandaíra","Algodão","Algodao",5165.64,"Açude Algodão","Acude Algodao","reservatorio","PB",0,0
432109.72,"São Francisco",1.86,2016-12-30,"SERGIPE","ANA",43.21,12015,"Nossa Senhora da Glória","Algodoeiro","Algodoeiro",9228.74,"Açude Algodoeiros","Acude Algodoeiros","reservatorio","SE",1.68,90.4
11680317.59,"Brígida",58.48,2016-11-16,"PERNAMBUCO","ANA",1168.03,12016,"Ouricuri","Algodões","Algodoes",60196.56,"Açude Algodões","Acude Algodoes","reservatorio","PE",0.74,1.4
0,"Gurgueia",247,2017-02-20,"PIAUÍ","ANA",575.21,12018,"Curimatá","Algodões II","Algodoes II",37227.07,"Açude Algodões II","Acude Algodoes II","reservatorio","PI",35,14.2
0,"Metropolitana",11.01,2017-03-16,"CEARÁ","ANA",204.11,12019,"Maranguape","Amanary","Amanary",14492.82,"Açude Amanary (ex Pocinhos)","Acude Amanary (ex Pocinhos)","reservatorio","CE",0.52,4.7
19653414.94,"Rio de Contas",255.63,2017-03-06,"BAHIA","ANA",1965.34,12020,"Anagé / Caraíbas / Belo Campo","Anagé","Anage",142404.35,"Açude Anagé (Deputado Elquison Soares)","Acude Anage (Deputado Elquison Soares)","reservatorio","BA",187.79,73.5
1437099.18,"Itapicuru",13.68,2017-03-06,"BAHIA","ANA",143.71,12022,"Andorinha","Andorinha II","Andorinha II",12269.81,"Açude Andorinha II","Acude Andorinha II","reservatorio","BA",8.84,64.6
0,"Coreaú",56.05,2017-03-18,"CEARÁ","ANA",872.38,12023,"Frecheirinha / Coreaú","Angicos","Angicos",40951.75,"Açude Angicos","Acude Angicos","reservatorio","CE",19.46,34.7
13359877.39,"Paraguaçu",108.69,2016-11-28,"BAHIA","ANA",1335.99,12024,"Mucugê / Ibicoara","Apertado","Apertado",68617.97,"Açude Apertado","Acude Apertado","reservatorio","BA",25.85,23.8
10588606.71,"Itapicuru",65.84,2017-03-06,"BAHIA","ANA",1058.86,12026,"Araci","Araci","Araci",59853.03,"Açude Araci (ex Poço Grande)","Acude Araci (ex Poco Grande)","reservatorio","BA",26.47,40.2
16781171.41,"Metropolitana",170.7,2017-03-17,"CEARÁ","ANA",1678.12,12027,"Aracoiaba / Redenção","Araçoiaba","Aracoiaba",72834.03,"Açude Araçoiaba","Acude Aracoiaba","reservatorio","CE",11.42,6.7
1009356.88,"São Francisco",4.13,2017-03-08,"ALAGOAS","ANA",100.94,12028,"Arapiraca","Arapiraca","Arapiraca",8037.63,"Açude Arapiraca","Acude Arapiraca","reservatorio","AL",3.31,80.2
0,"Apodi/Mossoró",4.3,2016-04-05,"RIO GRANDE DO NORTE","ANA",5.53,12029,"Luís Gomes","Arapua","Arapua",1885,"Açude Arapua","Acude Arapua","reservatorio","RN",0,0
0,"Acaraú",891,2017-03-17,"CEARÁ","ANA",6810.87,12030,"Varjota / Pires Ferreira / Hidrolândia / Santa Quitéria","Araras","Araras",351654.57,"PCH Açude Araras (Paulo Sarasate)","PCH Acude Araras (Paulo Sarasate)","reservatorio","CE",70.55,7.9
502035.12,"Brígida",3.7,2014-01-28,"PERNAMBUCO","ANA",50.2,12031,"Araripina","Araripina (Baixio)","Araripina (Baixio)",5209.73,"Açude Araripina (ex Baixio)","Acude Araripina (ex Baixio)","reservatorio","PE",0,0
2299516.09,"Ipanema",16.8,2017-03-15,"PERNAMBUCO","ANA",229.95,12032,"Pedra","Arcoverde","Arcoverde",17241.04,"Açude Arcoverde","Acude Arcoverde","reservatorio","PE",0,0
4761792.02,"Alto Jaguaribe",197.06,2017-03-17,"CEARÁ","ANA",476.18,12033,"Arneiroz","Arneiroz II","Arneiroz II",38216.81,"Açude Arneiroz II","Acude Arneiroz II","reservatorio","CE",32.84,16.7
0,"Acaraú",19.6,2017-03-18,"CEARÁ","ANA",240.78,12034,"Forquilha","Arrebita","Arrebita",24639.12,"Açude Arrebita","Acude Arrebita","reservatorio","CE",5.59,28.5
932767.72,"Peixe",3.6,2017-03-13,"PARAÍBA","AESA",93.28,12035,"Uiraúna","Arrojado","Arrojado",10312.76,"Açude Arrojado","Acude Arrojado","reservatorio","PB",0.45,12.6
4281157.78,"Salgado",108.25,2017-03-17,"CEARÁ","ANA",428.12,12036,"Jati / Brejo Santo","Atalho","Atalho",48468.2,"Açude Atalho","Acude Atalho","reservatorio","CE",6.18,5.7
0,"Acaraú",96.8,2017-03-17,"CEARÁ","ANA",1241.47,12037,"Sobral","Ayres de Souza","Ayres de Souza",67455.99,"Açude Ayres de Souza (Jaibara)","Acude Ayres de Souza (Jaibara)","reservatorio","CE",33.15,34.2
8621272.82,"Médio Piranhas",39.23,2017-03-15,"PARAÍBA","AESA",862.13,12038,"Belém do Brejo do Cruz / São José do Brejo do Cruz","Baião","Baiao",36127.18,"Açude Baião","Acude Baiao","reservatorio","PB",4.93,12.6
79567908.34,"Banabuiú",1601,2017-03-18,"CEARÁ","ANA",7956.79,12039,"Banabuiú / Quixeramobim","Banabuiu","Banabuiu",339775.29,"Açude Arrojado Lisboa (Banabuiu) (PCH Banabuiu)","Acude Arrojado Lisboa (Banabuiu) (PCH Banabuiu)","reservatorio","CE",9.86,0.6
0,"Paraguaçu",111.59,2016-11-28,"BAHIA","ANA",2381.14,12040,"Itaetê / Boa Vista do Tupim","Bandeira de Melo","Bandeira de Melo",93454.1,"Açude Bandeira de Melo","Acude Bandeira de Melo","reservatorio","BA",114.67,102.8
536120.65,"Moxotó",2.74,2017-03-15,"PERNAMBUCO","ANA",53.61,12041,"Sertânia","Barra","Barra",5397.89,"Açude Barra","Acude Barra","reservatorio","PE",0,0
5657264.37,"Pajeu",71.47,2017-03-03,"PERNAMBUCO","ANA",565.73,12042,"Floresta / Betânia","Barra do Juá","Barra do Jua",48042.19,"Açude Barra do Juá","Acude Barra do Jua","reservatorio","PE",0.3,0.4
17924731.26,"Parnaíba-CE",99.5,2017-03-18,"CEARÁ","ANA",1792.47,12043,"Independência","Barra Velha","Barra Velha",78470.86,"Açude Barra Velha","Acude Barra Velha","reservatorio","CE",0.1,0.1
3490125.13,"Canindé",52.8,2017-02-20,"PIAUÍ","ANA",349.01,12044,"Fronteiras","Barreiras","Barreiras",20533.23,"Açude Barreiras","Acude Barreiras","reservatorio","PI",0.8,1.5
358035.29,"Brígida",1.96,2017-02-24,"PERNAMBUCO","ANA",35.8,12045,"Cedro / Serrita","Barrinha","Barrinha",5395.62,"Açude Barrinha","Acude Barrinha","reservatorio","PE",0,0
1355453.29,"Alto Piranhas",17.57,2017-03-13,"PARAÍBA","AESA",135.55,12046,"Bonito de Santa Fé","Bartolomeu I","Bartolomeu I",17620.81,"Açude São Bartolomeu I","Acude Sao Bartolomeu I","reservatorio","PB",0.03,0.2
0,"Espinharas",1.27,2017-03-13,"PARAÍBA","AESA",6.69,12047,"Teixeira","Bastiana","Bastiana",2357.91,"Açude Bastiana","Acude Bastiana","reservatorio","PB",0,0
2601315.49,"Metropolitana",33.51,2017-03-18,"CEARÁ","ANA",260.13,12048,"Ocara / Morada Nova","Batente","Batente",14700.35,"Açude Batente","Acude Batente","reservatorio","CE",2,6
2033390.62,"Piranhas/Assu",8.06,2017-03-07,"RIO GRANDE DO NORTE","GOVERNO RN",203.34,12049,"Paraú","Beldroega","Beldroega",19768.62,"Açude Beldroega","Acude Beldroega","reservatorio","RN",8.06,100
3936619.07,"Ipojuca",30.74,2017-03-03,"PERNAMBUCO","ANA",393.66,12050,"Belo Jardim / São Bento do Una","Belo Jardim (Ipojuca)","Belo Jardim (Ipojuca)",37016.87,"Açudee Belo Jardim (Pedro Moura Júnior)","Acudee Belo Jardim (Pedro Moura Junior)","reservatorio","PE",0.06,0.2
2355457.54,"Alto Jaguaribe",19.56,2017-03-18,"CEARÁ","ANA",235.55,12052,"Aiuaba","Benguê","Bengue",27657.4,"Açude Benguê","Acude Bengue","reservatorio","CE",2.61,13.3
240494.77,"Alto Paraíba",4.57,2017-03-13,"PARAÍBA","AESA",24.05,12053,"Barra de São Miguel","Bichinho","Bichinho",2389.67,"Açude Riacho do Bichinho","Acude Riacho do Bichinho","reservatorio","PB",0,0
0,"Gorotuba",750,2017-01-19,"MINAS GERAIS","ANA",3538.2,12054,"Porteirinha / Janaúba","Barragem Bico da Pedra","Barragem Bico da Pedra",127700.38,"Barragem Bico da Pedra","Barragem Bico da Pedra","reservatorio","MG",107.33,14.3
2822073.9,"Terra Nova",16.45,2016-12-13,"PERNAMBUCO","ANA",282.21,12056,"Verdejante / Salgueiro","Boa Vista","Boa Vista",41058.45,"Açude Boa Vista","Acude Boa Vista","reservatorio","PE",0.15,0.9
509052.24,"Pajeu",1.63,2016-03-31,"PERNAMBUCO","ANA",50.91,12057,"Itapetim","Boa Vista","Boa Vista",7032.29,"Açude Boa Vista","Acude Boa Vista","reservatorio","PE",0.84,51.5
9255207.73,"Canindé",106,2017-02-20,"PIAUÍ","ANA",925.52,12058,"Bocaina / São Luis do Piauí","Bocaina","Bocaina",55955.97,"Açude Bocaina","Acude Bocaina","reservatorio","PI",13.89,13.1
0,"Alto Piranhas",0.34,2017-03-13,"PARAÍBA","AESA",12.89,12059,"São José de Piranhas","Bom Jesus","Bom Jesus",3118.46,"Açude Bom Jesus","Acude Bom Jesus","reservatorio","PB",0.01,2.5
1383740.47,"Piancó",14.17,2017-03-15,"PARAÍBA","AESA",138.37,12060,"Água Branca","Bom Jesus II","Bom Jesus II",11374.28,"Açude Bom Jesus (Poço Comprido)","Acude Bom Jesus (Poco Comprido)","reservatorio","PB",1.33,9.4
502418.33,"Pajeu",1.74,2016-03-31,"PERNAMBUCO","ANA",50.24,12061,"Tuparetama / Ingazeira","Bom Sucesso","Bom Sucesso",5430.49,"Açude Bom Sucesso","Acude Bom Sucesso","reservatorio","PE",0,0
0,"Canindé",3.82,2017-02-20,"PIAUÍ","ANA",64.64,12062,"Bonfim do Piauí","Bonfim","Bonfim",12491.83,"Açude Bonfim","Acude Bonfim","reservatorio","PI",1.1,28.8
684406.63,"Acaraú",6,2017-03-17,"CEARÁ","ANA",68.44,12063,"Ipu","Bonito","Bonito",9135.62,"Açude Bonito","Acude Bonito","reservatorio","CE",0,0
1891610.02,"Apodi/Mossoró",10.87,2016-12-02,"RIO GRANDE DO NORTE","ANA",189.16,12064,"São Miguel","Bonito II","Bonito II",20108.51,"Açude do Bonito","Acude do Bonito","reservatorio","RN",0,0
3513297.58,"Piranhas/Assu",16.02,2017-03-14,"RIO GRANDE DO NORTE","GOVERNO RN",351.33,12065,"Afonso Bezerra / Pedro Avelino","Boqueirão de Angicos","Boqueirao de Angicos",21676.18,"Açude Boqueirão de Angicos","Acude Boqueirao de Angicos","reservatorio","RN",0.34,2.1
13435005.86,"Piranhas/Assu",84.79,2017-03-17,"RIO GRANDE DO NORTE","GOVERNO RN",1343.5,12066,"Parelhas","Boqueirão de Parelhas (Ministro João Alves)","Boqueirao de Parelhas (Ministro Joao Alves)",70596.32,"Açude Boqueirão de Parelhas (Ministro João Alves)","Acude Boqueirao de Parelhas (Ministro Joao Alves)","reservatorio","RN",9.69,11.4
988064.64,"Jacu",12.37,2017-03-07,"PARAÍBA","AESA",98.81,12067,"Cuité","Boqueirão do Cais","Boqueirao do Cais",13995.54,"Açude Boqueirão do Cais","Acude Boqueirao do Cais","reservatorio","PB",0.21,1.7
1478192.07,"Apodi/Mossoró",6.45,2017-03-07,"RIO GRANDE DO NORTE","GOVERNO RN",147.82,12070,"Olho-d'Água do Borges","Brejo","Brejo",8716.55,"Açude do Brejo","Acude do Brejo","reservatorio","RN",0,0
0,"Una",1.07,2016-04-01,"PERNAMBUCO","ANA",11.12,12071,"Altinho","Brejo do Buraco","Brejo do Buraco",2120.52,"Açude Brejo do Buraco","Acude Brejo do Buraco","reservatorio","PE",0.22,20.8
0,"Ipojuca",0.36,2016-12-15,"PERNAMBUCO","ANA",10.83,12072,"São Caetano","Brejo dos Coelhos","Brejo dos Coelhos",2381.87,"Açude Brejo dos Coelhos","Acude Brejo dos Coelhos","reservatorio","PE",0.11,30.9
1291631.31,"Alto Jaguaribe",17.5,2017-03-16,"CEARÁ","ANA",129.16,12073,"Tauá","Brocó","Broco",15093.33,"Açude Brocó","Acude Broco","reservatorio","CE",0.47,2.7
2596591.87,"Pajeu",19.64,2017-01-26,"PERNAMBUCO","ANA",259.66,12074,"Afogados da Ingazeira","Brotas","Brotas",27030.93,"Açude de Brotas","Acude de Brotas","reservatorio","PE",0.39,2
2352575.77,"Piancó",38.21,2017-03-16,"PARAÍBA","AESA",235.26,12075,"Curral Velho","Bruscas","Bruscas",30627.47,"Açude Bruscas","Acude Bruscas","reservatorio","PB",6.95,18.2
4151009.03,"Brígida",31.21,2017-03-03,"PERNAMBUCO","ANA",415.1,12076,"Parnamirim","Cachimbo","Cachimbo",26248.79,"Açude Cachimbo","Acude Cachimbo","reservatorio","PE",0,0
3254400.89,"Salgado",34.33,2017-03-18,"CEARÁ","ANA",325.44,12077,"Aurora","Cachoeira","Cachoeira",38409.06,"Açude Cachoeira","Acude Cachoeira","reservatorio","CE",5.47,15.9
0,"Peixe",0.34,2017-03-16,"PARAÍBA","AESA",4.41,12078,"Cachoeira dos Índios","Cachoeira da Vaca","Cachoeira da Vaca",1965.57,"Açude Cachoeira da Vaca","Acude Cachoeira da Vaca","reservatorio","PB",0.07,21.6
1165533.34,"Piancó",10.61,2017-03-15,"PARAÍBA","AESA",116.55,12079,"Itaporanga","Cachoeira dos Alves","Cachoeira dos Alves",11686.57,"Açude Cachoeira dos Alves","Acude Cachoeira dos Alves","reservatorio","PB",0.85,8
9263458.98,"Piancó",71.89,2017-03-02,"PARAÍBA","AESA",926.35,12080,"Catingueira","Cachoeira dos Cegos","Cachoeira dos Cegos",66086.2,"Açude Cachoeira dos Cegos","Acude Cachoeira dos Cegos","reservatorio","PB",16.42,22.8
0,"Itapicuru",5.42,2017-03-02,"BAHIA","ANA",91.29,12081,"Jacobina","Cachoeira Grande","Cachoeira Grande",6920.88,"Açude Cachoeira Grande","Acude Cachoeira Grande","reservatorio","BA",1.48,27.3
1068028.48,"Moxotó",5.95,2017-03-15,"PERNAMBUCO","ANA",106.8,12082,"Sertânia","Cachoeira I","Cachoeira I",8105.09,"Açude Cachoeira I","Acude Cachoeira I","reservatorio","PE",0,0
3236650.49,"Pajeu",21.03,2017-02-03,"PERNAMBUCO","ANA",323.67,12083,"Serra Talhada","Cachoeira II","Cachoeira II",22965.18,"Açude Cachoeira II","Acude Cachoeira II","reservatorio","PE",1.22,5.8
0,"Garças",1.73,2015-04-28,"PERNAMBUCO","ANA",31.35,12084,"Santa Cruz","Cacimba","Cacimba",4975.82,"Açude Cacimba","Acude Cacimba","reservatorio","PE",1.7,98.4
643727.79,"Curimataú",9.26,2017-02-28,"PARAÍBA","AESA",64.37,12085,"Cacimba de Dentro / Casserengue","Cacimba da Várzea","Cacimba da Varzea",7115.29,"Açude Cacimba da Várzea","Acude Cacimba da Varzea","reservatorio","PB",2.63,28.4
0,"Piancó",0.31,2017-03-14,"PARAÍBA","AESA",4.47,12086,"Serra Grande","Cafundo","Cafundo",1125.72,"Açude Cafundo","Acude Cafundo","reservatorio","PB",0.12,38.2
203018.27,"Una",1.36,2015-08-26,"PERNAMBUCO","ANA",20.3,12087,"São Joaquim do Monte","Caianinha","Caianinha",2565.17,"Açude Caianinha","Acude Caianinha","reservatorio","PE",1.05,77.3
4044126.74,"Canindé",24.7,2017-02-20,"PIAUÍ","ANA",404.41,12088,"Pio IX","Cajazeiras","Cajazeiras",32536.46,"Açude Cajazeiras II","Acude Cajazeiras II","reservatorio","PI",0,0
1653774.42,"Piranhas/Assu",9.32,2017-03-03,"RIO GRANDE DO NORTE","GOVERNO RN",165.38,12090,"Parelhas","Caldeirão de Parelhas","Caldeirao de Parelhas",8107.79,"Açude Caldeirão de Parelhas","Acude Caldeirao de Parelhas","reservatorio","RN",0.99,10.6
4289728.51,"Alto Paraíba",48.11,2017-03-18,"PARAÍBA","AESA",428.97,12091,"Camalaú","Camalaú","Camalau",31193.95,"Açude Camalaú","Acude Camalau","reservatorio","PB",2.81,5.8
426871.58,"São Francisco",1.78,2017-03-08,"ALAGOAS","ANA",42.69,12092,"Girau do Ponciano / Campo Grande","Campo Grande","Campo Grande",5614.05,"Açude Campo Grande","Acude Campo Grande","reservatorio","AL",0.89,50
4659254.39,"Potengi",23.14,2017-02-24,"RIO GRANDE DO NORTE","GOVERNO RN",465.93,12093,"São Paulo do Potengi","Campo Grande","Campo Grande",34085.83,"Açude Campo Grande","Acude Campo Grande","reservatorio","RN",0.35,1.5
1398159.14,"Alto Paraíba",6.59,2017-03-14,"PARAÍBA","AESA",139.82,12095,"Caraúbas","Campos","Campos",11184.2,"Açude Campos (Congo)","Acude Campos (Congo)","reservatorio","PB",0.46,7
3117820.74,"Médio Jaguaribe",13.11,2017-03-18,"CEARÁ","ANA",311.78,12096,"Iracema / Ererê","Canafístula","Canafistula",12312.16,"Açude Canafístula","Acude Canafistula","reservatorio","CE",0.11,0.8
4887165.55,"Alto Jaguaribe",69.25,2017-03-18,"CEARÁ","ANA",488.72,12098,"Assaré","Canoas","Canoas",47012.47,"Açude Canoas","Acude Canoas","reservatorio","CE",6.44,9.3
0,"Banabuiú",6,2017-03-18,"CEARÁ","ANA",60.18,12099,"Pedra Branca / Mombaça","Capitão Mor","Capitao Mor",9700.78,"Açude Capitão Mor","Acude Capitao Mor","reservatorio","CE",0.65,10.8
0,"Peixe",37.55,2017-03-13,"PARAÍBA","AESA",318.37,12100,"Uiraúna / Santarém","Capivara","Capivara",26379.83,"Açude Capivara","Acude Capivara","reservatorio","PB",1.72,4.6
5135595.13,"Espinharas",53.45,2016-12-15,"PARAÍBA","ANA",513.56,12101,"Mãe d'Água","Capoeira","Capoeira",35430.2,"Açude Capoeira","Acude Capoeira","reservatorio","PB",7.48,14
0,"Canindé",0.58,2017-02-20,"PIAUÍ","ANA",3.36,12102,"Caracol","Caracol","Caracol",816.71,"Açude Caracol","Acude Caracol","reservatorio","PI",0.14,23.9
341769.85,"Seridó",2.71,2017-01-26,"PARAÍBA","ANA",34.18,12103,"Picuí","Caraibeiras","Caraibeiras",5253.65,"Açude Caraibeiras","Acude Caraibeiras","reservatorio","PB",0,0
0,"Complementar",0.72,2017-03-08,"ALAGOAS","ANA",9.29,12104,"Palmeira dos Índios","Caraibinhas","Caraibinhas",1635.76,"Açude Caraibinhas","Acude Caraibinhas","reservatorio","AL",0.28,38.9
2887233.15,"Acaraú",26.23,2017-03-16,"CEARÁ","ANA",288.72,12105,"Tamboril","Carão","Carao",20178.8,"Açude Carão","Acude Carao","reservatorio","CE",0,0
0,"Sergipe",0.82,2016-12-30,"SERGIPE","ANA",16.03,12106,"Carira","Carira","Carira",2965.26,"Açude Carira","Acude Carira","reservatorio","SE",0.78,95.2
0,"Acaraú",13.63,2017-03-16,"CEARÁ","ANA",207.62,12107,"Catunda","Carmina","Carmina",17475.47,"Açude Carmina","Acude Carmina","reservatorio","CE",0,0
3295838.96,"Piranhas/Assu",25.71,2017-02-22,"RIO GRANDE DO NORTE","GOVERNO RN",329.58,12108,"Caicó / São João do Sabugi","Carnaúba","Carnauba",24220.77,"Açude Carnaúba","Acude Carnauba","reservatorio","RN",5.76,22.4
10480875.4,"Parnaíba-CE",87.69,2017-03-16,"CEARÁ","ANA",1048.09,12109,"Crateús","Carnaubal","Carnaubal",39160.54,"Açude Carnaubal","Acude Carnaubal","reservatorio","CE",0,0
6394952.44,"Médio Piranhas",31.29,2017-03-15,"PARAÍBA","AESA",639.5,12110,"Jericó","Carneiro","Carneiro",36223.64,"Açude Carneiro","Acude Carneiro","reservatorio","PB",5.19,16.6
